
##### time= 5.75e-09 
0.5		5.1815E+10
1.5		3.8669E+10
2.5		2.77856E+10
3.5		2.01883E+10
4.5		1.50973E+10
5.5		1.1589E+10
6.5		9.11503E+09
7.5		7.12627E+09
8.5		5.70668E+09
9.5		4.56301E+09
10.5		3.71057E+09
11.5		3.01412E+09
12.5		2.46184E+09
13.5		2.0216E+09
14.5		1.68539E+09
15.5		1.40029E+09
16.5		1.17433E+09
17.5		9.78623E+08
18.5		8.02531E+08
19.5		6.80704E+08
20.5		5.73478E+08
21.5		4.69117E+08
22.5		3.86837E+08
23.5		3.29003E+08
24.5		2.67906E+08
25.5		2.14906E+08
26.5		1.82284E+08
27.5		1.52953E+08
28.5		1.19441E+08
29.5		1.00558E+08
30.5		8.46097E+07
31.5		7.29855E+07
32.5		6.04315E+07
33.5		4.93261E+07
34.5		4.0365E+07
35.5		3.66104E+07
36.5		2.78502E+07
37.5		2.29074E+07
38.5		1.80788E+07
39.5		1.65602E+07
40.5		1.17349E+07
41.5		9.22047E+06
42.5		7.55808E+06
43.5		8.70811E+06
44.5		5.736E+06
45.5		4.53835E+06
46.5		3.50619E+06
47.5		2.67511E+06
48.5		2.6516E+06
49.5		2.37542E+06
50.5		2.21313E+06
51.5		2.36848E+06
52.5		1.4291E+06
53.5		1.52474E+06
54.5		1.0483E+06
55.5		553063
56.5		559851
57.5		520156
58.5		558250
59.5		539852
60.5		250720
61.5		324584
62.5		464418
63.5		266806
64.5		125610
65.5		170665
66.5		11148
67.5		0
68.5		0
69.5		0
70.5		0
71.5		0
72.5		0
73.5		0
74.5		0
75.5		0
76.5		0
77.5		0
78.5		0
79.5		0
80.5		0
81.5		0
82.5		0
83.5		0
84.5		0
85.5		0
86.5		0
87.5		0
88.5		0
89.5		0
90.5		0
91.5		0
92.5		0
93.5		0
94.5		0
95.5		0
96.5		0
97.5		0
98.5		0
99.5		0
100.5		0
101.5		0
102.5		0
103.5		0
104.5		0
105.5		0
106.5		0
107.5		0
108.5		0
109.5		0
110.5		0
111.5		0
112.5		0
113.5		0
114.5		0
115.5		0
116.5		0
117.5		0
118.5		0
119.5		0
120.5		0
121.5		0
122.5		0
123.5		0
124.5		0
125.5		0
126.5		0
127.5		0
128.5		0
129.5		0
130.5		0
131.5		0
132.5		0
133.5		0
134.5		0
135.5		0
136.5		0
137.5		0
138.5		0
139.5		0
140.5		0
141.5		0
142.5		0
143.5		0
144.5		0
145.5		0
146.5		0
147.5		0
148.5		0
149.5		0
150.5		0
151.5		0
152.5		0
153.5		0
154.5		0
155.5		0
156.5		0
157.5		0
158.5		0
159.5		0
160.5		0
161.5		0
162.5		0
163.5		0
164.5		0
165.5		0
166.5		0
167.5		0
168.5		0
169.5		0
170.5		0
171.5		0
172.5		0
173.5		0
174.5		0
175.5		0
176.5		0
177.5		0
178.5		0
179.5		0
180.5		0
181.5		0
182.5		0
183.5		0
184.5		0
185.5		0
186.5		0
187.5		0
188.5		0
189.5		0
190.5		0
191.5		0
192.5		0
193.5		0
194.5		0
195.5		0
196.5		0
197.5		0
198.5		0
199.5		0
